Type,City Name,County Name,Old Rate,New Rate,Effective Date,Report Month,Report Year,Report Period Type
SPD List,Lucas Fire Control,,0.000,0.500,10/01/2014,2,2015,"MONTHLY"""
SPD List,Tuscola Crime Control,,0.000,0.500,10/01/2014,10,2014,"MONTHLY"""
City List,Coffee City,Henderson,1.500,1.750,04/01/2015,6,2016,"MONTHLY"""
City List,Muleshoe,Bailey,1.500,1.500,10/01/2012,8,2013,"MONTHLY"""
SPD List,Ft Bend Co Asst Dist 2,,0.000,1.000,04/01/2012,5,2013,"MONTHLY"""
City List,Pecos,Reeves,1.500,1.500,10/01/2014,3,2015,"MONTHLY"""
SPD List,Hawk Cove Mun Dev Dist,,0.000,0.250,01/01/2014,6,2014,"MONTHLY"""
City List,Corral City,Denton,1.750,1.500,01/01/2016,8,2016,"MONTHLY"""
SPD List,Annetta Crime Control,,0.000,0.250,10/01/2014,12,2015,"MONTHLY"""
City List,Yorktown,Dewitt,1.250,1.500,10/01/2015,6,2016,"MONTHLY"""
SPD List,Fate Mun Dev Dist,,0.000,0.500,04/01/2015,4,2016,"MONTHLY"""
SPD List,Blanco Co ESD 1,,0.000,1.000,04/01/2016,7,2016,"MONTHLY"""
SPD List,Lucas Fire Control,,0.000,0.500,10/01/2014,9,2015,"MONTHLY"""
SPD List,Palmview Mun Dev Dist,,0.000,0.500,04/01/2014,6,2014,"MONTHLY"""
SPD List,Crane Co Asst Dist,,0.000,0.500,10/01/2015,6,2016,"MONTHLY"""
City List,Rocksprings,Edwards,1.750,1.500,10/01/2015,11,2015,"MONTHLY"""
SPD List,Presidio Mun Dev Dist,,0.000,0.500,10/01/2013,5,2014,"MONTHLY"""
City List,Presidio,Presidio,2.000,1.500,10/01/2013,10,2014,"MONTHLY"""
SPD List,Cedar Hill Crime Control,,0.000,0.125,07/01/2013,7,2013,"MONTHLY"""
SPD List,Burnet Co ESD 8,,0.000,2.000,04/01/2014,1,2015,"MONTHLY"""
City List,Stockdale,Wilson,1.500,1.750,10/01/2013,3,2014,"MONTHLY"""
SPD List,Ft Bend Co Asst Dist 1,,0.000,1.000,04/01/2012,1,2013,"MONTHLY"""
SPD List,Hays Co ESD 8-A,,0.000,1.500,10/01/2013,9,2014,"MONTHLY"""
City List,Newcastle,Young,1.000,1.500,04/01/2016,8,2016,"MONTHLY"""
City List,Ennis,Ellis,1.500,1.750,04/01/2015,7,2015,"MONTHLY"""
City List,Lucas,Collin,1.000,1.500,10/01/2012,5,2013,"MONTHLY"""
SPD List,Harris Co ESD 15,,0.000,1.000,01/01/2013,1,2013,"MONTHLY"""
City List,Appleby,Nacogdoches,0.000,1.000,10/01/2014,6,2015,"MONTHLY"""
City List,Ropesville,Hockley,1.750,1.500,10/01/2015,6,2016,"MONTHLY"""
SPD List,Burnet Co ESD 8,,0.000,2.000,04/01/2014,11,2014,"MONTHLY"""
City List,Palmview,Hidalgo,1.500,1.000,04/01/2014,6,2015,"MONTHLY"""
City List,Paducah,Cottle,2.000,1.750,04/01/2012,1,2013,"MONTHLY"""
City List,Crystal City,Zavala,1.750,2.000,10/01/2012,2,2013,"MONTHLY"""
SPD List,Bridgeland Mgmt Dist,,0.000,1.000,04/01/2013,12,2013,"MONTHLY"""
City List,Josephine,Collin,1.000,1.500,04/01/2014,12,2014,"MONTHLY"""
SPD List,Copper Canyon Crime Control,,0.000,1.000,04/01/2016,8,2016,"MONTHLY"""
SPD List,Palmview Mun Dev Dist,,0.000,0.500,04/01/2014,5,2014,"MONTHLY"""
City List,Maypearl,Ellis,1.750,2.000,01/01/2015,2,2016,"MONTHLY"""
City List,Muleshoe,Bailey,1.500,1.500,10/01/2012,1,2013,"MONTHLY"""
SPD List,Streetman Crime Control,,0.000,0.250,04/01/2012,1,2013,"MONTHLY"""
City List,Muleshoe,Bailey,1.500,1.500,10/01/2012,2,2013,"MONTHLY"""
SPD List,Tuscola Mun Dev Dist,,0.000,0.250,10/01/2014,10,2014,"MONTHLY"""
SPD List,Harris Co ESD 48,,0.000,1.000,10/01/2014,8,2015,"MONTHLY"""
SPD List,Shavano Park Crime Control,,0.500,0.250,10/01/2014,8,2015,"MONTHLY"""
City List,Claude,Armstrong,1.000,1.500,10/01/2013,7,2014,"MONTHLY"""
City List,Sachse,Dallas,1.500,1.750,10/01/2013,8,2014,"MONTHLY"""
SPD List,Hawk Cove Mun Dev Dist,,0.000,0.250,01/01/2014,1,2015,"MONTHLY"""
City List,Van Alstyne,Grayson,2.000,2.000,10/01/2013,9,2014,"MONTHLY"""
SPD List,Lewisville Fire Control,,0.000,0.125,04/01/2012,1,2013,"MONTHLY"""
SPD List,Caldwell Hays ESD 1-A,,0.000,1.500,10/01/2015,11,2015,"MONTHLY"""
SPD List,Cross Roads Mun Dev Dist,,0.000,0.250,10/01/2013,10,2014,"MONTHLY"""
SPD List,Paducah Mun Dev Dist,,0.000,0.250,01/01/2013,3,2014,"MONTHLY"""
SPD List,Malone Mun Dev Dist,,0.000,0.500,04/01/2014,3,2015,"MONTHLY"""
City List,Baird,Callahan,1.500,2.000,04/01/2013,6,2013,"MONTHLY"""
SPD List,Harris Co ESD 9,,0.000,1.000,10/01/2013,6,2014,"MONTHLY"""
SPD List,Hays Co ESD 5,,0.000,0.500,04/01/2014,12,2014,"MONTHLY"""
City List,Terrell Hills,Bexar,1.000,1.250,10/01/2014,7,2015,"MONTHLY"""
City List,Terrell Hills,Bexar,1.000,1.250,10/01/2014,10,2014,"MONTHLY"""
SPD List,Harris Co ESD 20,,0.000,1.000,10/01/2013,9,2014,"MONTHLY"""
SPD List,Lewisville Crime Control,,0.000,0.125,04/01/2012,6,2013,"MONTHLY"""
SPD List,Travis Co ESD 4-A,,0.000,2.000,04/01/2014,6,2014,"MONTHLY"""
SPD List,Annetta Crime Control,,0.000,0.250,10/01/2014,1,2015,"MONTHLY"""
SPD List,Fair Oaks Ranch Mun Dev Dis,,0.000,0.500,04/01/2012,1,2013,"MONTHLY"""
City List,Raymondville,Willacy,2.000,2.000,04/01/2013,11,2013,"MONTHLY"""
City List,Wheeler,Wheeler,1.500,1.750,10/01/2013,11,2014,"MONTHLY"""
City List,Yorktown,Dewitt,1.250,1.500,10/01/2015,5,2016,"MONTHLY"""
SPD List,Williamson Co ESD 4,,0.000,1.000,04/01/2016,4,2016,"MONTHLY"""
SPD List,Rising Star Muni Dev Dist,,0.000,0.250,10/01/2013,12,2014,"MONTHLY"""
City List,Garrett,Ellis,1.250,1.000,07/01/2015,6,2016,"MONTHLY"""
City List,China Grove,Bexar,1.000,1.250,01/01/2015,12,2015,"MONTHLY"""
SPD List,Burnet Co ESD 4,,0.000,2.000,10/01/2015,4,2016,"MONTHLY"""
City List,Lakeside,Tarrant,1.000,2.000,10/01/2013,10,2013,"MONTHLY"""
City List,Rising Star,Eastland,1.500,1.750,10/01/2013,6,2014,"MONTHLY"""
SPD List,Travis Co ESD 4-A,,0.000,2.000,04/01/2014,5,2015,"MONTHLY"""
City List,Webberville,Travis,1.750,2.000,04/01/2012,3,2013,"MONTHLY"""
City List,Yorktown,Dewitt,1.500,1.250,04/01/2013,6,2014,"MONTHLY"""
City List,Stockdale,Wilson,1.500,1.750,10/01/2013,10,2014,"MONTHLY"""
City List,Ivanhoe,Tyler,0.250,1.250,04/01/2013,11,2013,"MONTHLY"""
SPD List,Montgomery Co ESD 12-B,,0.000,2.000,10/01/2013,12,2013,"MONTHLY"""
SPD List,Hays Co ESD 8-A,,0.000,1.500,10/01/2013,6,2014,"MONTHLY"""
City List,Krum,Denton,1.500,2.000,10/01/2013,10,2013,"MONTHLY"""
City List,Deer Park,Harris,1.000,1.500,10/01/2015,7,2016,"MONTHLY"""
SPD List,Trophy Club Crime Cont,,0.000,0.250,10/01/2013,12,2013,"MONTHLY"""
SPD List,Hays Co ESD 5,,0.000,0.500,04/01/2014,2,2015,"MONTHLY"""
City List,Stratford,Sherman,1.750,1.500,10/01/2015,1,2016,"MONTHLY"""
SPD List,Cross Roads Mun Dev Dist,,0.000,0.250,10/01/2013,4,2014,"MONTHLY"""
SPD List,Paducah Mun Dev Dist,,0.000,0.250,01/01/2013,7,2013,"MONTHLY"""
City List,Aubrey,Denton,2.000,1.500,10/01/2014,4,2015,"MONTHLY"""
SPD List,Hays Co ESD 5,,0.000,0.500,04/01/2014,8,2014,"MONTHLY"""
SPD List,Bexar Co ESD 3,,0.000,1.500,10/01/2015,7,2016,"MONTHLY"""
City List,Lavon,Collin,1.500,1.750,10/01/2013,6,2014,"MONTHLY"""
City List,Presidio,Presidio,2.000,1.500,10/01/2013,10,2013,"MONTHLY"""
City List,Coffee City,Henderson,1.500,1.750,04/01/2015,12,2015,"MONTHLY"""
City List,Sandy Oaks,Bexar,1.000,1.500,10/01/2015,7,2016,"MONTHLY"""
City List,Omaha,Morris,1.500,1.500,10/01/2013,1,2014,"MONTHLY"""
City List,Palmview,Hidalgo,1.500,1.000,04/01/2014,8,2014,"MONTHLY"""
City List,Richland Springs,San Saba,0.000,1.250,01/01/2014,1,2014,"MONTHLY"""
SPD List,Williamson Co ESD 1,,0.000,1.000,04/01/2012,3,2013,"MONTHLY"""
SPD List,Burnet Co ESD 6,,0.000,2.000,10/01/2015,5,2016,"MONTHLY"""
SPD List,Tuscola Crime Control,,0.000,0.500,10/01/2014,2,2015,"MONTHLY"""
City List,Tatum,Rusk,1.750,1.500,10/01/2014,10,2015,"MONTHLY"""
SPD List,Staples Mun Dev Dist,,0.000,0.500,01/01/2013,2,2013,"MONTHLY"""
City List,Ropesville,Hockley,1.750,1.500,10/01/2015,11,2015,"MONTHLY"""
City List,Baird,Callahan,1.500,2.000,04/01/2013,4,2013,"MONTHLY"""
SPD List,Annetta Crime Control,,0.000,0.250,10/01/2014,11,2015,"MONTHLY"""
City List,Lyford,Willacy,1.000,2.000,04/01/2013,3,2014,"MONTHLY"""
SPD List,Aubrey Mun Dev Dist,,0.000,0.500,10/01/2014,7,2015,"MONTHLY"""
SPD List,Staples Mun Dev Dist,,0.000,0.500,01/01/2013,8,2013,"MONTHLY"""
SPD List,Ft Bend Co Asst Dist 6,,0.000,1.000,04/01/2014,9,2014,"MONTHLY"""
City List,Lone Star,Morris,1.000,1.500,01/01/2014,3,2014,"MONTHLY"""
SPD List,Ft Bend Co Asst Dist 4,,0.000,1.000,04/01/2012,1,2013,"MONTHLY"""
SPD List,E Mont Co Imp Dist EDZ 4,,0.000,0.500,10/01/2014,10,2015,"MONTHLY"""
City List,Terrell Hills,Bexar,1.000,1.250,10/01/2014,5,2015,"MONTHLY"""
SPD List,Harris Co ESD 15,,0.000,1.000,01/01/2013,10,2013,"MONTHLY"""
City List,Yorktown,Dewitt,1.500,1.250,04/01/2013,9,2013,"MONTHLY"""
SPD List,Williamson Co ESD 1,,0.000,1.000,04/01/2012,6,2013,"MONTHLY"""
SPD List,Harris Co ESD 15,,0.000,1.000,01/01/2013,11,2013,"MONTHLY"""
City List,Tatum,Rusk,1.750,1.500,10/01/2014,7,2015,"MONTHLY"""
City List,Los Indios,Cameron,1.000,1.750,01/01/2014,3,2015,"MONTHLY"""
SPD List,E Mont Co Imp Dist EDZ 3,,0.000,0.500,10/01/2014,1,2015,"MONTHLY"""
City List,San Antonio,Bexar,1.125,1.250,04/01/2013,9,2013,"MONTHLY"""
SPD List,Cross Roads Mun Dev Dist,,0.000,0.250,10/01/2013,3,2014,"MONTHLY"""
SPD List,Bridgeland Mgmt Dist,,0.000,1.000,04/01/2013,6,2014,"MONTHLY"""
City List,Murchison,Henderson,1.500,2.000,04/01/2015,4,2016,"MONTHLY"""
SPD List,Hays Co ESD 3-A,,0.000,0.500,10/01/2013,1,2014,"MONTHLY"""
City List,Penitas,Hidalgo,1.500,1.500,07/01/2016,8,2016,"MONTHLY"""
City List,Los Indios,Cameron,1.000,1.750,01/01/2014,6,2014,"MONTHLY"""
City List,Muleshoe,Bailey,1.500,1.500,10/01/2012,6,2013,"MONTHLY"""
SPD List,Walker Co ESD 2,,0.000,1.500,10/01/2015,5,2016,"MONTHLY"""
SPD List,Crane Co Asst Dist,,0.000,0.500,10/01/2015,11,2015,"MONTHLY"""
City List,Maypearl,Ellis,1.750,2.000,01/01/2015,8,2015,"MONTHLY"""
City List,Nevada,Collin,1.750,1.500,04/01/2013,12,2013,"MONTHLY"""
City List,Panhandle,Carson,1.500,1.750,10/01/2012,7,2013,"MONTHLY"""
City List,Santa Rosa,Cameron,1.000,2.000,10/01/2015,8,2016,"MONTHLY"""
SPD List,Tuscola Crime Control,,0.000,0.500,10/01/2014,8,2015,"MONTHLY"""
SPD List,Galveston Co ESD 2,,0.000,2.000,04/01/2014,6,2015,"MONTHLY"""
City List,Trinidad,Henderson,1.750,1.500,10/01/2014,11,2015,"MONTHLY"""
City List,Progreso,Hidalgo,1.750,2.000,04/01/2015,11,2015,"MONTHLY"""
City List,Malone,Hill,1.500,1.000,04/01/2014,5,2014,"MONTHLY"""
City List,Crystal City,Zavala,1.750,2.000,10/01/2012,1,2013,"MONTHLY"""
City List,Raymondville,Willacy,2.000,2.000,04/01/2013,4,2013,"MONTHLY"""
City List,Baird,Callahan,1.500,2.000,04/01/2013,5,2014,"MONTHLY"""
SPD List,Travis Co ESD 10,,0.000,1.500,10/01/2015,8,2016,"MONTHLY"""
SPD List,Williamson Co ESD 4,,0.000,1.000,04/01/2016,8,2016,"MONTHLY"""
SPD List,Travis Co ESD 8-A,,0.000,1.750,10/01/2013,11,2013,"MONTHLY"""
City List,Taft,San Patricio,1.750,2.000,04/01/2015,9,2015,"MONTHLY"""
City List,Shavano Park,Bexar,1.000,1.250,10/01/2014,2,2015,"MONTHLY"""
City List,White Deer,Carson,2.000,1.750,10/01/2013,3,2014,"MONTHLY"""
City List,San Elizario,El Paso,0.000,1.000,04/01/2015,12,2015,"MONTHLY"""
City List,Lake Dallas,Denton,2.000,1.750,04/01/2015,7,2015,"MONTHLY"""
SPD List,Rising Star Muni Dev Dist,,0.000,0.250,10/01/2013,3,2014,"MONTHLY"""
SPD List,Rising Star Muni Dev Dist,,0.000,0.250,10/01/2013,4,2014,"MONTHLY"""
City List,Trinidad,Henderson,1.750,1.500,10/01/2014,8,2015,"MONTHLY"""
SPD List,Southlake Crime Control,,0.500,0.125,10/01/2015,6,2016,"MONTHLY"""
City List,Coffee City,Henderson,1.500,1.750,04/01/2015,4,2015,"MONTHLY"""
City List,Granger,Williamson,1.000,1.250,10/01/2015,5,2016,"MONTHLY"""
City List,Clifton,Bosque,1.500,1.500,04/01/2015,4,2015,"MONTHLY"""
City List,Coupland,Williamson,0.000,1.250,04/01/2014,11,2014,"MONTHLY"""
City List,Petersburg,Hale,1.000,1.500,10/01/2013,12,2013,"MONTHLY"""
City List,Raymondville,Willacy,2.000,2.000,04/01/2013,10,2013,"MONTHLY"""
City List,Breckenridge,Stephens,1.750,2.000,10/01/2013,12,2013,"MONTHLY"""
City List,Lake Dallas,Denton,2.000,1.750,04/01/2015,10,2015,"MONTHLY"""
City List,Watauga,Tarrant,1.500,1.500,10/01/2012,3,2013,"MONTHLY"""
City List,Freer,Duval,1.500,1.750,04/01/2013,9,2013,"MONTHLY"""
City List,Sandy Oaks,Bexar,0.000,1.000,07/01/2015,7,2015,"MONTHLY"""
City List,New Berlin,Guadalupe,1.000,1.250,07/01/2014,9,2014,"MONTHLY"""
SPD List,Leon Valley Crime Control,,0.000,0.125,04/01/2014,6,2014,"MONTHLY"""
City List,Riesel,McLennan,1.000,1.250,10/01/2013,10,2013,"MONTHLY"""
SPD List,Zavala Co Asst Dist,,0.000,0.500,01/01/2014,3,2015,"MONTHLY"""
SPD List,Burnet Co ESD 9,,0.000,2.000,04/01/2016,7,2016,"MONTHLY"""
City List,Shavano Park,Bexar,1.000,1.250,10/01/2014,5,2015,"MONTHLY"""
City List,Coupland,Williamson,0.000,1.250,04/01/2014,3,2015,"MONTHLY"""
City List,Lake Dallas,Denton,2.000,1.750,04/01/2015,3,2016,"MONTHLY"""
SPD List,Harris Co ESD 29,,0.000,1.000,10/01/2013,11,2014,"MONTHLY"""
SPD List,Montgomery Co ESD 10,,0.000,1.000,10/01/2014,6,2015,"MONTHLY"""
SPD List,Travis Co ESD 14,,0.000,1.000,10/01/2013,3,2014,"MONTHLY"""
City List,Providence Village,Denton,1.000,1.500,10/01/2012,10,2013,"MONTHLY"""
City List,Krum,Denton,1.500,2.000,10/01/2013,3,2014,"MONTHLY"""
City List,Palmview,Hidalgo,1.500,1.000,04/01/2014,10,2014,"MONTHLY"""
City List,Grandview,Johnson,2.000,2.000,04/01/2016,8,2016,"MONTHLY"""
City List,Gustine,Comanche,1.500,1.000,10/01/2015,10,2015,"MONTHLY"""
SPD List,Travis Co ESD 10,,0.000,1.500,10/01/2015,3,2016,"MONTHLY"""
SPD List,Burnet Co ESD 6,,0.000,2.000,10/01/2015,2,2016,"MONTHLY"""
City List,Providence Village,Denton,0.000,1.000,04/01/2012,5,2013,"MONTHLY"""
City List,Bryson,Jack,1.000,1.500,10/01/2013,2,2014,"MONTHLY"""
City List,Lamesa,Dawson,1.500,1.500,10/01/2012,4,2013,"MONTHLY"""
City List,Watauga,Tarrant,1.500,1.500,10/01/2012,7,2013,"MONTHLY"""
City List,Stratford,Sherman,1.750,1.500,10/01/2015,4,2016,"MONTHLY"""
City List,Muleshoe,Bailey,1.500,1.500,10/01/2012,7,2013,"MONTHLY"""
SPD List,Bexar Co ESD 3,,0.000,1.500,10/01/2015,6,2016,"MONTHLY"""
City List,Coupland,Williamson,0.000,1.250,04/01/2014,9,2014,"MONTHLY"""
City List,Riesel,McLennan,1.000,1.250,10/01/2013,3,2014,"MONTHLY"""
City List,Cresson,Hood,1.000,1.250,10/01/2012,11,2013,"MONTHLY"""
City List,Bellevue,Clay,1.000,2.000,04/01/2015,6,2016,"MONTHLY"""
City List,Garrett,Ellis,1.250,1.000,07/01/2015,3,2016,"MONTHLY"""
SPD List,Fate Mun Dev Dist,,0.000,0.500,04/01/2015,8,2015,"MONTHLY"""
City List,Providence Village,Denton,1.000,1.500,10/01/2012,12,2013,"MONTHLY"""
SPD List,Hays Co ESD 5,,0.000,0.500,04/01/2014,9,2014,"MONTHLY"""
City List,Stockdale,Wilson,1.500,1.750,10/01/2013,2,2014,"MONTHLY"""
SPD List,Staples Mun Dev Dist,,0.000,0.500,01/01/2013,7,2013,"MONTHLY"""
City List,Van Alstyne,Grayson,2.000,2.000,10/01/2013,7,2014,"MONTHLY"""
SPD List,Staples Mun Dev Dist,,0.000,0.500,01/01/2013,6,2013,"MONTHLY"""
City List,Lamesa,Dawson,1.500,1.500,10/01/2012,7,2013,"MONTHLY"""
City List,Breckenridge,Stephens,1.750,2.000,10/01/2013,4,2014,"MONTHLY"""
City List,McLendon Chisholm,Rockwall,1.000,1.500,10/01/2012,2,2013,"MONTHLY"""
City List,Reno ( Parker Co. ),Parker,1.250,1.000,10/01/2013,1,2014,"MONTHLY"""
City List,Trophy Club,Denton,2.000,2.000,04/01/2013,1,2014,"MONTHLY"""
SPD List,Bertram Muni Dev Dist,,0.000,0.250,10/01/2013,4,2014,"MONTHLY"""
SPD List,Palo Pinto Co ESD 2,,0.000,1.500,04/01/2016,8,2016,"MONTHLY"""
SPD List,Malone Mun Dev Dist,,0.000,0.500,04/01/2014,2,2015,"MONTHLY"""
City List,Staples,Guadalupe,0.000,1.000,01/01/2013,3,2014,"MONTHLY"""
City List,Lowry Crossing,Collin,1.000,1.750,04/01/2012,4,2013,"MONTHLY"""
City List,McLendon Chisholm,Rockwall,1.000,1.500,10/01/2012,10,2013,"MONTHLY"""
City List,Gustine,Comanche,1.500,1.000,10/01/2015,6,2016,"MONTHLY"""
City List,Kendleton,Fort Bend,1.000,1.500,07/01/2015,7,2015,"MONTHLY"""
City List,Olton,Lamb,1.500,2.000,10/01/2013,11,2014,"MONTHLY"""
SPD List,Annetta Crime Control,,0.000,0.250,10/01/2014,2,2015,"MONTHLY"""
City List,Omaha,Morris,1.500,1.500,10/01/2013,11,2014,"MONTHLY"""
City List,Hawk Cove,Hunt,1.000,1.250,01/01/2014,4,2014,"MONTHLY"""
City List,Murchison,Henderson,1.500,2.000,04/01/2015,5,2016,"MONTHLY"""
SPD List,Aubrey Mun Dev Dist,,0.000,0.500,10/01/2014,11,2014,"MONTHLY"""
City List,Deer Park,Harris,1.000,1.500,10/01/2015,11,2015,"MONTHLY"""
SPD List,Paducah Mun Dev Dist,,0.000,0.250,01/01/2013,9,2013,"MONTHLY"""
SPD List,Azle Muni Dev Dist,,0.000,0.500,10/01/2013,5,2014,"MONTHLY"""
City List,Coffee City,Henderson,1.500,1.750,04/01/2015,2,2016,"MONTHLY"""
City List,Granite Shoals,Burnet,1.250,1.750,10/01/2015,5,2016,"MONTHLY"""
SPD List,Shavano Park Crime Control,,0.500,0.250,10/01/2014,6,2015,"MONTHLY"""
City List,Trenton,Fannin,1.500,1.500,10/01/2012,10,2013,"MONTHLY"""
City List,Sandy Oaks,Bexar,0.000,1.000,07/01/2015,8,2016,"MONTHLY"""
City List,Lyford,Willacy,1.000,2.000,04/01/2013,10,2013,"MONTHLY"""
SPD List,Paducah Mun Dev Dist,,0.000,0.250,01/01/2013,10,2013,"MONTHLY"""
City List,Annetta,Parker,1.000,1.250,10/01/2014,8,2015,"MONTHLY"""
City List,Clarksville,Red River,1.500,1.500,01/01/2013,3,2013,"MONTHLY"""
SPD List,Trophy Club Crime Cont,,0.000,0.250,10/01/2013,11,2014,"MONTHLY"""
City List,Rising Star,Eastland,1.500,1.750,10/01/2013,3,2014,"MONTHLY"""
City List,Mineral Wells,Palo Pinto,1.500,1.500,10/01/2014,1,2015,"MONTHLY"""
City List,Ennis,Ellis,1.500,1.750,04/01/2015,12,2015,"MONTHLY"""
City List,Appleby,Nacogdoches,0.000,1.000,10/01/2014,5,2015,"MONTHLY"""
City List,Garrett,Ellis,1.250,1.000,07/01/2015,2,2016,"MONTHLY"""
City List,Progreso,Hidalgo,1.750,2.000,04/01/2015,7,2015,"MONTHLY"""
City List,Murchison,Henderson,1.500,2.000,04/01/2015,5,2015,"MONTHLY"""
City List,Aubrey,Denton,2.000,1.500,10/01/2014,11,2015,"MONTHLY"""
City List,Providence Village,Denton,1.000,1.500,10/01/2012,1,2013,"MONTHLY"""
City List,Sachse,Dallas,1.500,1.750,10/01/2013,11,2014,"MONTHLY"""
City List,Lone Star,Morris,1.000,1.500,01/01/2014,6,2014,"MONTHLY"""
City List,Big Sandy,Upshur,1.500,1.500,04/01/2014,8,2014,"MONTHLY"""
City List,Panhandle,Carson,1.750,2.000,10/01/2015,7,2016,"MONTHLY"""
City List,Freer,Duval,1.500,1.750,04/01/2013,4,2013,"MONTHLY"""
City List,Progreso,Hidalgo,1.750,2.000,04/01/2015,6,2016,"MONTHLY"""
City List,Pecos,Reeves,1.500,1.500,10/01/2014,7,2015,"MONTHLY"""
SPD List,Montgomery Co ESD 12-B,,0.000,2.000,10/01/2013,10,2013,"MONTHLY"""
SPD List,Annetta Crime Control,,0.000,0.250,10/01/2014,10,2014,"MONTHLY"""
SPD List,Fate Mun Dev Dist,,0.000,0.500,04/01/2015,5,2015,"MONTHLY"""
City List,Coffee City,Henderson,1.500,1.750,04/01/2015,10,2015,"MONTHLY"""
SPD List,Bexar Co ESD 3,,0.000,1.500,10/01/2015,1,2016,"MONTHLY"""
SPD List,Malone Mun Dev Dist,,0.000,0.500,04/01/2014,11,2014,"MONTHLY"""
City List,Sandy Oaks,Bexar,1.000,1.500,10/01/2015,5,2016,"MONTHLY"""
SPD List,Cedar Hill Crime Control,,0.000,0.125,07/01/2013,9,2014,"MONTHLY"""
City List,Pecos,Reeves,1.500,1.500,10/01/2014,12,2014,"MONTHLY"""
City List,Southlake,Tarrant,1.500,1.875,10/01/2015,3,2016,"MONTHLY"""
SPD List,Caldwell Hays ESD 1-A,,0.000,1.500,10/01/2015,4,2016,"MONTHLY"""
SPD List,E Mont Co Imp Dist EDZ 3,,0.000,0.500,10/01/2014,3,2015,"MONTHLY"""
City List,Malone,Hill,1.500,1.000,04/01/2014,1,2015,"MONTHLY"""
City List,Horizon City,El Paso,1.500,1.500,10/01/2013,10,2013,"MONTHLY"""
City List,Trophy Club,Denton,2.000,1.750,10/01/2013,3,2014,"MONTHLY"""
City List,Bartlett,Williamson,1.000,1.500,07/01/2014,9,2014,"MONTHLY"""
City List,Rogers,Bell,1.000,1.250,10/01/2014,8,2015,"MONTHLY"""
City List,Panhandle,Carson,1.500,1.750,10/01/2012,4,2013,"MONTHLY"""
City List,Bartlett,Williamson,1.000,1.500,07/01/2014,8,2015,"MONTHLY"""
SPD List,Harris Co ESD 17,,0.000,1.000,10/01/2012,7,2013,"MONTHLY"""
City List,Lyford,Willacy,1.000,2.000,04/01/2013,7,2013,"MONTHLY"""
SPD List,Harris Co ESD 9,,0.000,1.000,10/01/2013,10,2013,"MONTHLY"""
City List,Trophy Club,Denton,2.000,2.000,04/01/2013,5,2014,"MONTHLY"""
City List,White Deer,Carson,2.000,1.750,10/01/2013,10,2014,"MONTHLY"""
City List,Rising Star,Eastland,1.500,1.750,10/01/2013,8,2014,"MONTHLY"""
SPD List,Caldwell Hays ESD 1,,0.000,0.500,10/01/2013,12,2013,"MONTHLY"""
SPD List,Caldwell Hays ESD 1,,0.000,0.500,10/01/2013,7,2014,"MONTHLY"""
City List,Coffee City,Henderson,1.500,1.750,04/01/2015,3,2016,"MONTHLY"""
SPD List,Galveston Co ESD 2,,0.000,2.000,04/01/2014,9,2014,"MONTHLY"""
SPD List,Fate Mun Dev Dist,,0.000,0.500,04/01/2015,5,2016,"MONTHLY"""
City List,Krum,Denton,1.500,2.000,10/01/2013,9,2014,"MONTHLY"""
City List,Combes,Cameron,1.250,1.750,10/01/2015,2,2016,"MONTHLY"""
City List,Lake Dallas,Denton,1.750,2.000,10/01/2015,8,2016,"MONTHLY"""
SPD List,Rogers Mun Dev Dist,,0.000,0.250,10/01/2014,10,2014,"MONTHLY"""
SPD List,Azle Muni Dev Dist,,0.000,0.500,10/01/2013,11,2014,"MONTHLY"""
City List,Odem,San Patricio,1.500,1.750,10/01/2013,11,2013,"MONTHLY"""
City List,Bryson,Jack,1.000,1.500,10/01/2013,6,2014,"MONTHLY"""
City List,Bartlett,Williamson,1.000,1.500,07/01/2014,9,2015,"MONTHLY"""
City List,Stockdale,Wilson,1.500,1.750,10/01/2013,4,2014,"MONTHLY"""
City List,Ennis,Ellis,1.500,1.750,04/01/2015,5,2016,"MONTHLY"""
SPD List,Ft Bend Co Asst Dist 5,,0.000,1.000,04/01/2012,3,2013,"MONTHLY"""
SPD List,Cross Roads Mun Dev Dist,,0.000,0.250,10/01/2013,1,2014,"MONTHLY"""
City List,Odem,San Patricio,1.500,1.750,10/01/2013,6,2014,"MONTHLY"""
SPD List,Port O Connor Imp Dist,,0.000,1.500,10/01/2014,2,2015,"MONTHLY"""
SPD List,Travis Co ESD 2-A,,0.000,1.000,10/01/2014,10,2014,"MONTHLY"""
City List,Hawk Cove,Hunt,1.000,1.250,01/01/2014,3,2015,"MONTHLY"""
SPD List,Blanco Co ESD 2,,0.000,1.000,04/01/2016,8,2016,"MONTHLY"""
City List,Ivanhoe,Tyler,0.250,1.250,04/01/2013,3,2014,"MONTHLY"""
City List,Claude,Armstrong,1.000,1.500,10/01/2013,2,2014,"MONTHLY"""
City List,Rocksprings,Edwards,1.750,1.500,10/01/2015,10,2015,"MONTHLY"""
City List,Watauga,Tarrant,1.500,1.500,10/01/2012,5,2013,"MONTHLY"""
SPD List,Tuscola Mun Dev Dist,,0.000,0.250,10/01/2014,7,2015,"MONTHLY"""
City List,Lamesa,Dawson,1.500,1.500,10/01/2012,5,2013,"MONTHLY"""
