COUNTY,Measure Names,Profession,Measure Values
BOWIE ,RATIO POPULATION TO PROFESSION ,Assistant Behavior Analyst,0
BOSQUE ,RATIO POPULATION TO PROFESSION ,Assistant Behavior Analyst,0
BORDEN ,RATIO POPULATION TO PROFESSION ,Assistant Behavior Analyst,0
BLANCO ,RATIO POPULATION TO PROFESSION ,Assistant Behavior Analyst,0
BEXAR ,RATIO POPULATION TO PROFESSION ,Assistant Behavior Analyst,147664.2
BELL ,RATIO POPULATION TO PROFESSION ,Assistant Behavior Analyst,52351.142857143
BEE ,RATIO POPULATION TO PROFESSION ,Assistant Behavior Analyst,0
BAYLOR ,RATIO POPULATION TO PROFESSION ,Assistant Behavior Analyst,0
BASTROP ,RATIO POPULATION TO PROFESSION ,Assistant Behavior Analyst,0
BANDERA ,RATIO POPULATION TO PROFESSION ,Assistant Behavior Analyst,0
BAILEY ,RATIO POPULATION TO PROFESSION ,Assistant Behavior Analyst,0
AUSTIN ,RATIO POPULATION TO PROFESSION ,Assistant Behavior Analyst,30974
ATASCOSA ,RATIO POPULATION TO PROFESSION ,Assistant Behavior Analyst,0
ARMSTRONG ,RATIO POPULATION TO PROFESSION ,Assistant Behavior Analyst,0
ARCHER ,RATIO POPULATION TO PROFESSION ,Assistant Behavior Analyst,0
ARANSAS ,RATIO POPULATION TO PROFESSION ,Assistant Behavior Analyst,0
ANGELINA ,RATIO POPULATION TO PROFESSION ,Assistant Behavior Analyst,0
ANDREWS ,RATIO POPULATION TO PROFESSION ,Assistant Behavior Analyst,0
ANDERSON ,RATIO POPULATION TO PROFESSION ,Assistant Behavior Analyst,0
ZAVALA ,PROFESSION COUNT,Assistant Behavior Analyst,0
ZAPATA ,PROFESSION COUNT,Assistant Behavior Analyst,0
YOUNG ,PROFESSION COUNT,Assistant Behavior Analyst,0
YOAKUM ,PROFESSION COUNT,Assistant Behavior Analyst,0
WOOD ,PROFESSION COUNT,Assistant Behavior Analyst,1
WISE ,PROFESSION COUNT,Assistant Behavior Analyst,0
WINKLER ,PROFESSION COUNT,Assistant Behavior Analyst,0
WILSON ,PROFESSION COUNT,Assistant Behavior Analyst,0
WILLIAMSON ,PROFESSION COUNT,Assistant Behavior Analyst,2
WILLACY ,PROFESSION COUNT,Assistant Behavior Analyst,0
WILBARGER ,PROFESSION COUNT,Assistant Behavior Analyst,0
WICHITA ,PROFESSION COUNT,Assistant Behavior Analyst,2
WHEELER ,PROFESSION COUNT,Assistant Behavior Analyst,0
WHARTON ,PROFESSION COUNT,Assistant Behavior Analyst,0
WEBB ,PROFESSION COUNT,Assistant Behavior Analyst,0
WASHINGTON ,PROFESSION COUNT,Assistant Behavior Analyst,0
WARD ,PROFESSION COUNT,Assistant Behavior Analyst,0
WALLER ,PROFESSION COUNT,Assistant Behavior Analyst,1
WALKER ,PROFESSION COUNT,Assistant Behavior Analyst,0
VICTORIA ,PROFESSION COUNT,Assistant Behavior Analyst,0
VAN ZANDT ,PROFESSION COUNT,Assistant Behavior Analyst,0
VAL VERDE ,PROFESSION COUNT,Assistant Behavior Analyst,0
UVALDE ,PROFESSION COUNT,Assistant Behavior Analyst,0
UPTON ,PROFESSION COUNT,Assistant Behavior Analyst,0
UPSHUR ,PROFESSION COUNT,Assistant Behavior Analyst,0
TYLER ,PROFESSION COUNT,Assistant Behavior Analyst,0
TRINITY ,PROFESSION COUNT,Assistant Behavior Analyst,0
TRAVIS ,PROFESSION COUNT,Assistant Behavior Analyst,7
TOM GREEN ,PROFESSION COUNT,Assistant Behavior Analyst,0
TITUS ,PROFESSION COUNT,Assistant Behavior Analyst,0
THROCKMORTON ,PROFESSION COUNT,Assistant Behavior Analyst,0
TERRY ,PROFESSION COUNT,Assistant Behavior Analyst,0
TERRELL ,PROFESSION COUNT,Assistant Behavior Analyst,0
TAYLOR ,PROFESSION COUNT,Assistant Behavior Analyst,0
TARRANT ,PROFESSION COUNT,Assistant Behavior Analyst,10
SWISHER ,PROFESSION COUNT,Assistant Behavior Analyst,0
SUTTON ,PROFESSION COUNT,Assistant Behavior Analyst,0
STONEWALL ,PROFESSION COUNT,Assistant Behavior Analyst,0
STERLING ,PROFESSION COUNT,Assistant Behavior Analyst,0
STEPHENS ,PROFESSION COUNT,Assistant Behavior Analyst,0
STARR ,PROFESSION COUNT,Assistant Behavior Analyst,0
SOMERVELL ,PROFESSION COUNT,Assistant Behavior Analyst,0
SMITH ,PROFESSION COUNT,Assistant Behavior Analyst,2
SHERMAN ,PROFESSION COUNT,Assistant Behavior Analyst,0
SHELBY ,PROFESSION COUNT,Assistant Behavior Analyst,0
SHACKELFORD ,PROFESSION COUNT,Assistant Behavior Analyst,0
SCURRY ,PROFESSION COUNT,Assistant Behavior Analyst,0
SCHLEICHER ,PROFESSION COUNT,Assistant Behavior Analyst,0
SAN SABA ,PROFESSION COUNT,Assistant Behavior Analyst,0
SAN PATRICIO ,PROFESSION COUNT,Assistant Behavior Analyst,1
SAN JACINTO ,PROFESSION COUNT,Assistant Behavior Analyst,0
SAN AUGUSTINE ,PROFESSION COUNT,Assistant Behavior Analyst,0
SABINE ,PROFESSION COUNT,Assistant Behavior Analyst,0
RUSK ,PROFESSION COUNT,Assistant Behavior Analyst,0
RUNNELS ,PROFESSION COUNT,Assistant Behavior Analyst,0
ROCKWALL ,PROFESSION COUNT,Assistant Behavior Analyst,2
ROBERTSON ,PROFESSION COUNT,Assistant Behavior Analyst,0
ROBERTS ,PROFESSION COUNT,Assistant Behavior Analyst,0
REFUGIO ,PROFESSION COUNT,Assistant Behavior Analyst,0
REEVES ,PROFESSION COUNT,Assistant Behavior Analyst,0
RED RIVER ,PROFESSION COUNT,Assistant Behavior Analyst,0
REAL ,PROFESSION COUNT,Assistant Behavior Analyst,0
REAGAN ,PROFESSION COUNT,Assistant Behavior Analyst,0
RANDALL ,PROFESSION COUNT,Assistant Behavior Analyst,0
RAINS ,PROFESSION COUNT,Assistant Behavior Analyst,0
PRESIDIO ,PROFESSION COUNT,Assistant Behavior Analyst,0
POTTER ,PROFESSION COUNT,Assistant Behavior Analyst,0
POLK ,PROFESSION COUNT,Assistant Behavior Analyst,0
PECOS ,PROFESSION COUNT,Assistant Behavior Analyst,0
PARMER ,PROFESSION COUNT,Assistant Behavior Analyst,0
PARKER ,PROFESSION COUNT,Assistant Behavior Analyst,0
PANOLA ,PROFESSION COUNT,Assistant Behavior Analyst,0
PALO PINTO ,PROFESSION COUNT,Assistant Behavior Analyst,0
ORANGE ,PROFESSION COUNT,Assistant Behavior Analyst,0
OLDHAM ,PROFESSION COUNT,Assistant Behavior Analyst,0
OCHILTREE ,PROFESSION COUNT,Assistant Behavior Analyst,0
NUECES ,PROFESSION COUNT,Assistant Behavior Analyst,2
NOLAN ,PROFESSION COUNT,Assistant Behavior Analyst,0
NEWTON ,PROFESSION COUNT,Assistant Behavior Analyst,0
NAVARRO ,PROFESSION COUNT,Assistant Behavior Analyst,1
NACOGDOCHES ,PROFESSION COUNT,Assistant Behavior Analyst,0
MOTLEY ,PROFESSION COUNT,Assistant Behavior Analyst,0
MORRIS ,PROFESSION COUNT,Assistant Behavior Analyst,0
MOORE ,PROFESSION COUNT,Assistant Behavior Analyst,0
MONTGOMERY ,PROFESSION COUNT,Assistant Behavior Analyst,8
MONTAGUE ,PROFESSION COUNT,Assistant Behavior Analyst,0
MITCHELL ,PROFESSION COUNT,Assistant Behavior Analyst,0
MILLS ,PROFESSION COUNT,Assistant Behavior Analyst,0
MILAM ,PROFESSION COUNT,Assistant Behavior Analyst,0
MIDLAND ,PROFESSION COUNT,Assistant Behavior Analyst,0
MENARD ,PROFESSION COUNT,Assistant Behavior Analyst,0
MEDINA ,PROFESSION COUNT,Assistant Behavior Analyst,1
MCMULLEN ,PROFESSION COUNT,Assistant Behavior Analyst,0
MCLENNAN ,PROFESSION COUNT,Assistant Behavior Analyst,3
MCCULLOCH ,PROFESSION COUNT,Assistant Behavior Analyst,0
MAVERICK ,PROFESSION COUNT,Assistant Behavior Analyst,0
MATAGORDA ,PROFESSION COUNT,Assistant Behavior Analyst,0
MASON ,PROFESSION COUNT,Assistant Behavior Analyst,0
MARTIN ,PROFESSION COUNT,Assistant Behavior Analyst,0
MARION ,PROFESSION COUNT,Assistant Behavior Analyst,0
MADISON ,PROFESSION COUNT,Assistant Behavior Analyst,0
LYNN ,PROFESSION COUNT,Assistant Behavior Analyst,0
LUBBOCK ,PROFESSION COUNT,Assistant Behavior Analyst,0
LOVING ,PROFESSION COUNT,Assistant Behavior Analyst,0
LLANO ,PROFESSION COUNT,Assistant Behavior Analyst,0
LIVE OAK ,PROFESSION COUNT,Assistant Behavior Analyst,0
LIPSCOMB ,PROFESSION COUNT,Assistant Behavior Analyst,0
LIMESTONE ,PROFESSION COUNT,Assistant Behavior Analyst,0
LIBERTY ,PROFESSION COUNT,Assistant Behavior Analyst,0
LEON ,PROFESSION COUNT,Assistant Behavior Analyst,0
LEE ,PROFESSION COUNT,Assistant Behavior Analyst,0
LAVACA ,PROFESSION COUNT,Assistant Behavior Analyst,0
LAMPASAS ,PROFESSION COUNT,Assistant Behavior Analyst,1
LAMB ,PROFESSION COUNT,Assistant Behavior Analyst,0
LAMAR ,PROFESSION COUNT,Assistant Behavior Analyst,0
LA SALLE ,PROFESSION COUNT,Assistant Behavior Analyst,0
KNOX ,PROFESSION COUNT,Assistant Behavior Analyst,0
KLEBERG ,PROFESSION COUNT,Assistant Behavior Analyst,0
KINNEY ,PROFESSION COUNT,Assistant Behavior Analyst,0
KING ,PROFESSION COUNT,Assistant Behavior Analyst,0
KIMBLE ,PROFESSION COUNT,Assistant Behavior Analyst,0
KERR ,PROFESSION COUNT,Assistant Behavior Analyst,0
KENT ,PROFESSION COUNT,Assistant Behavior Analyst,0
KENEDY ,PROFESSION COUNT,Assistant Behavior Analyst,0
KENDALL ,PROFESSION COUNT,Assistant Behavior Analyst,0
KAUFMAN ,PROFESSION COUNT,Assistant Behavior Analyst,2
KARNES ,PROFESSION COUNT,Assistant Behavior Analyst,0
JONES ,PROFESSION COUNT,Assistant Behavior Analyst,0
JOHNSON ,PROFESSION COUNT,Assistant Behavior Analyst,1
JIM WELLS ,PROFESSION COUNT,Assistant Behavior Analyst,0
JIM HOGG ,PROFESSION COUNT,Assistant Behavior Analyst,0
JEFFERSON ,PROFESSION COUNT,Assistant Behavior Analyst,1
JEFF DAVIS ,PROFESSION COUNT,Assistant Behavior Analyst,0
JASPER ,PROFESSION COUNT,Assistant Behavior Analyst,0
JACKSON ,PROFESSION COUNT,Assistant Behavior Analyst,0
JACK ,PROFESSION COUNT,Assistant Behavior Analyst,0
IRION ,PROFESSION COUNT,Assistant Behavior Analyst,0
HUTCHINSON ,PROFESSION COUNT,Assistant Behavior Analyst,0
HUNT ,PROFESSION COUNT,Assistant Behavior Analyst,0
HUDSPETH ,PROFESSION COUNT,Assistant Behavior Analyst,1
HOWARD ,PROFESSION COUNT,Assistant Behavior Analyst,0
HOUSTON ,PROFESSION COUNT,Assistant Behavior Analyst,0
HOPKINS ,PROFESSION COUNT,Assistant Behavior Analyst,0
HOOD ,PROFESSION COUNT,Assistant Behavior Analyst,0
HOCKLEY ,PROFESSION COUNT,Assistant Behavior Analyst,0
HILL ,PROFESSION COUNT,Assistant Behavior Analyst,0
HIDALGO ,PROFESSION COUNT,Assistant Behavior Analyst,5
HENDERSON ,PROFESSION COUNT,Assistant Behavior Analyst,1
HEMPHILL ,PROFESSION COUNT,Assistant Behavior Analyst,0
HAYS ,PROFESSION COUNT,Assistant Behavior Analyst,0
HASKELL ,PROFESSION COUNT,Assistant Behavior Analyst,0
HARTLEY ,PROFESSION COUNT,Assistant Behavior Analyst,0
HARRISON ,PROFESSION COUNT,Assistant Behavior Analyst,0
HARRIS ,PROFESSION COUNT,Assistant Behavior Analyst,32
HARDIN ,PROFESSION COUNT,Assistant Behavior Analyst,0
HARDEMAN ,PROFESSION COUNT,Assistant Behavior Analyst,0
HANSFORD ,PROFESSION COUNT,Assistant Behavior Analyst,0
HAMILTON ,PROFESSION COUNT,Assistant Behavior Analyst,0
HALL ,PROFESSION COUNT,Assistant Behavior Analyst,0
HALE ,PROFESSION COUNT,Assistant Behavior Analyst,0
GUADALUPE ,PROFESSION COUNT,Assistant Behavior Analyst,0
GRIMES ,PROFESSION COUNT,Assistant Behavior Analyst,0
GREGG ,PROFESSION COUNT,Assistant Behavior Analyst,0
GRAYSON ,PROFESSION COUNT,Assistant Behavior Analyst,3
GRAY ,PROFESSION COUNT,Assistant Behavior Analyst,0
GONZALES ,PROFESSION COUNT,Assistant Behavior Analyst,0
GOLIAD ,PROFESSION COUNT,Assistant Behavior Analyst,0
GLASSCOCK ,PROFESSION COUNT,Assistant Behavior Analyst,0
GILLESPIE ,PROFESSION COUNT,Assistant Behavior Analyst,0
GARZA ,PROFESSION COUNT,Assistant Behavior Analyst,0
GALVESTON ,PROFESSION COUNT,Assistant Behavior Analyst,1
GAINES ,PROFESSION COUNT,Assistant Behavior Analyst,0
FRIO ,PROFESSION COUNT,Assistant Behavior Analyst,0
FREESTONE ,PROFESSION COUNT,Assistant Behavior Analyst,0
FRANKLIN ,PROFESSION COUNT,Assistant Behavior Analyst,0
FORT BEND ,PROFESSION COUNT,Assistant Behavior Analyst,3
FOARD ,PROFESSION COUNT,Assistant Behavior Analyst,0
FLOYD ,PROFESSION COUNT,Assistant Behavior Analyst,0
FISHER ,PROFESSION COUNT,Assistant Behavior Analyst,0
FAYETTE ,PROFESSION COUNT,Assistant Behavior Analyst,0
FANNIN ,PROFESSION COUNT,Assistant Behavior Analyst,0
FALLS ,PROFESSION COUNT,Assistant Behavior Analyst,0
ERATH ,PROFESSION COUNT,Assistant Behavior Analyst,0
ELLIS ,PROFESSION COUNT,Assistant Behavior Analyst,0
EL PASO ,PROFESSION COUNT,Assistant Behavior Analyst,4
EDWARDS ,PROFESSION COUNT,Assistant Behavior Analyst,0
ECTOR ,PROFESSION COUNT,Assistant Behavior Analyst,0
EASTLAND ,PROFESSION COUNT,Assistant Behavior Analyst,0
DUVAL ,PROFESSION COUNT,Assistant Behavior Analyst,0
DONLEY ,PROFESSION COUNT,Assistant Behavior Analyst,0
DIMMIT ,PROFESSION COUNT,Assistant Behavior Analyst,0
DICKENS ,PROFESSION COUNT,Assistant Behavior Analyst,0
DENTON ,PROFESSION COUNT,Assistant Behavior Analyst,10
DELTA ,PROFESSION COUNT,Assistant Behavior Analyst,0
DEAF SMITH ,PROFESSION COUNT,Assistant Behavior Analyst,0
DE WITT ,PROFESSION COUNT,Assistant Behavior Analyst,0
DAWSON ,PROFESSION COUNT,Assistant Behavior Analyst,0
DALLAS ,PROFESSION COUNT,Assistant Behavior Analyst,9
DALLAM ,PROFESSION COUNT,Assistant Behavior Analyst,0
CULBERSON ,PROFESSION COUNT,Assistant Behavior Analyst,0
CROSBY ,PROFESSION COUNT,Assistant Behavior Analyst,0
CROCKETT ,PROFESSION COUNT,Assistant Behavior Analyst,0
CRANE ,PROFESSION COUNT,Assistant Behavior Analyst,0
COTTLE ,PROFESSION COUNT,Assistant Behavior Analyst,0
CORYELL ,PROFESSION COUNT,Assistant Behavior Analyst,0
COOKE ,PROFESSION COUNT,Assistant Behavior Analyst,0
CONCHO ,PROFESSION COUNT,Assistant Behavior Analyst,0
COMANCHE ,PROFESSION COUNT,Assistant Behavior Analyst,0
COMAL ,PROFESSION COUNT,Assistant Behavior Analyst,2
COLORADO ,PROFESSION COUNT,Assistant Behavior Analyst,0
COLLINGSWORTH ,PROFESSION COUNT,Assistant Behavior Analyst,0
COLLIN ,PROFESSION COUNT,Assistant Behavior Analyst,1
COLEMAN ,PROFESSION COUNT,Assistant Behavior Analyst,0
COKE ,PROFESSION COUNT,Assistant Behavior Analyst,0
COCHRAN ,PROFESSION COUNT,Assistant Behavior Analyst,0
CLAY ,PROFESSION COUNT,Assistant Behavior Analyst,0
CHILDRESS ,PROFESSION COUNT,Assistant Behavior Analyst,0
CHEROKEE ,PROFESSION COUNT,Assistant Behavior Analyst,1
CHAMBERS ,PROFESSION COUNT,Assistant Behavior Analyst,0
CASTRO ,PROFESSION COUNT,Assistant Behavior Analyst,0
CASS ,PROFESSION COUNT,Assistant Behavior Analyst,0
CARSON ,PROFESSION COUNT,Assistant Behavior Analyst,0
CAMP ,PROFESSION COUNT,Assistant Behavior Analyst,0
CAMERON ,PROFESSION COUNT,Assistant Behavior Analyst,0
CALLAHAN ,PROFESSION COUNT,Assistant Behavior Analyst,0
CALHOUN ,PROFESSION COUNT,Assistant Behavior Analyst,0
CALDWELL ,PROFESSION COUNT,Assistant Behavior Analyst,0
BURNET ,PROFESSION COUNT,Assistant Behavior Analyst,0
BURLESON ,PROFESSION COUNT,Assistant Behavior Analyst,0
BROWN ,PROFESSION COUNT,Assistant Behavior Analyst,0
BROOKS ,PROFESSION COUNT,Assistant Behavior Analyst,0
BRISCOE ,PROFESSION COUNT,Assistant Behavior Analyst,0
BREWSTER ,PROFESSION COUNT,Assistant Behavior Analyst,0
BRAZOS ,PROFESSION COUNT,Assistant Behavior Analyst,0
BRAZORIA ,PROFESSION COUNT,Assistant Behavior Analyst,3
BOWIE ,PROFESSION COUNT,Assistant Behavior Analyst,0
BOSQUE ,PROFESSION COUNT,Assistant Behavior Analyst,0
BORDEN ,PROFESSION COUNT,Assistant Behavior Analyst,0
BLANCO ,PROFESSION COUNT,Assistant Behavior Analyst,0
BEXAR ,PROFESSION COUNT,Assistant Behavior Analyst,15
BELL ,PROFESSION COUNT,Assistant Behavior Analyst,7
BEE ,PROFESSION COUNT,Assistant Behavior Analyst,0
BAYLOR ,PROFESSION COUNT,Assistant Behavior Analyst,0
BASTROP ,PROFESSION COUNT,Assistant Behavior Analyst,0
BANDERA ,PROFESSION COUNT,Assistant Behavior Analyst,0
BAILEY ,PROFESSION COUNT,Assistant Behavior Analyst,0
AUSTIN ,PROFESSION COUNT,Assistant Behavior Analyst,1
ATASCOSA ,PROFESSION COUNT,Assistant Behavior Analyst,0
ARMSTRONG ,PROFESSION COUNT,Assistant Behavior Analyst,0
ARCHER ,PROFESSION COUNT,Assistant Behavior Analyst,0
ARANSAS ,PROFESSION COUNT,Assistant Behavior Analyst,0
ANGELINA ,PROFESSION COUNT,Assistant Behavior Analyst,0
ANDREWS ,PROFESSION COUNT,Assistant Behavior Analyst,0
ANDERSON ,PROFESSION COUNT,Assistant Behavior Analyst,0
ZAVALA ,POPULATION,Assistant Behavior Analyst,12978
ZAPATA ,POPULATION,Assistant Behavior Analyst,14428
YOUNG ,POPULATION,Assistant Behavior Analyst,18779
YOAKUM ,POPULATION,Assistant Behavior Analyst,9763
WOOD ,POPULATION,Assistant Behavior Analyst,46166
WISE ,POPULATION,Assistant Behavior Analyst,67825
WINKLER ,POPULATION,Assistant Behavior Analyst,10146
WILSON ,POPULATION,Assistant Behavior Analyst,54807
WILLIAMSON ,POPULATION,Assistant Behavior Analyst,652186
WILLACY ,POPULATION,Assistant Behavior Analyst,22053
WILBARGER ,POPULATION,Assistant Behavior Analyst,12838
WICHITA ,POPULATION,Assistant Behavior Analyst,133295
WHEELER ,POPULATION,Assistant Behavior Analyst,5869
WHARTON ,POPULATION,Assistant Behavior Analyst,42092
WEBB ,POPULATION,Assistant Behavior Analyst,283493
WASHINGTON ,POPULATION,Assistant Behavior Analyst,35536
WARD ,POPULATION,Assistant Behavior Analyst,14798
WALLER ,POPULATION,Assistant Behavior Analyst,53060
WALKER ,POPULATION,Assistant Behavior Analyst,76250
VICTORIA ,POPULATION,Assistant Behavior Analyst,101205
VAN ZANDT ,POPULATION,Assistant Behavior Analyst,56353
VAL VERDE ,POPULATION,Assistant Behavior Analyst,48025
UVALDE ,POPULATION,Assistant Behavior Analyst,28659
UPTON ,POPULATION,Assistant Behavior Analyst,4184
UPSHUR ,POPULATION,Assistant Behavior Analyst,42416
TYLER ,POPULATION,Assistant Behavior Analyst,21214
TRINITY ,POPULATION,Assistant Behavior Analyst,14063
TRAVIS ,POPULATION,Assistant Behavior Analyst,1368139
TOM GREEN ,POPULATION,Assistant Behavior Analyst,127703
TITUS ,POPULATION,Assistant Behavior Analyst,33009
THROCKMORTON ,POPULATION,Assistant Behavior Analyst,1500
TERRY ,POPULATION,Assistant Behavior Analyst,13220
TERRELL ,POPULATION,Assistant Behavior Analyst,1057
TAYLOR ,POPULATION,Assistant Behavior Analyst,141675
TARRANT ,POPULATION,Assistant Behavior Analyst,2249878
SWISHER ,POPULATION,Assistant Behavior Analyst,7295
SUTTON ,POPULATION,Assistant Behavior Analyst,4449
STONEWALL ,POPULATION,Assistant Behavior Analyst,1530
STERLING ,POPULATION,Assistant Behavior Analyst,1275
STEPHENS ,POPULATION,Assistant Behavior Analyst,9557
STARR ,POPULATION,Assistant Behavior Analyst,65498
SOMERVELL ,POPULATION,Assistant Behavior Analyst,9591
SMITH ,POPULATION,Assistant Behavior Analyst,242371
SHERMAN ,POPULATION,Assistant Behavior Analyst,3350
SHELBY ,POPULATION,Assistant Behavior Analyst,25449
SHACKELFORD ,POPULATION,Assistant Behavior Analyst,3429
SCURRY ,POPULATION,Assistant Behavior Analyst,18877
SCHLEICHER ,POPULATION,Assistant Behavior Analyst,3346
SAN SABA ,POPULATION,Assistant Behavior Analyst,5830
SAN PATRICIO ,POPULATION,Assistant Behavior Analyst,73464
SAN JACINTO ,POPULATION,Assistant Behavior Analyst,29559
SAN AUGUSTINE ,POPULATION,Assistant Behavior Analyst,8281
SABINE ,POPULATION,Assistant Behavior Analyst,9660
RUSK ,POPULATION,Assistant Behavior Analyst,52584
RUNNELS ,POPULATION,Assistant Behavior Analyst,11200
ROCKWALL ,POPULATION,Assistant Behavior Analyst,110757
ROBERTSON ,POPULATION,Assistant Behavior Analyst,16952
ROBERTS ,POPULATION,Assistant Behavior Analyst,997
REFUGIO ,POPULATION,Assistant Behavior Analyst,7609
REEVES ,POPULATION,Assistant Behavior Analyst,16363
RED RIVER ,POPULATION,Assistant Behavior Analyst,12469
REAL ,POPULATION,Assistant Behavior Analyst,3425
REAGAN ,POPULATION,Assistant Behavior Analyst,4526
RANDALL ,POPULATION,Assistant Behavior Analyst,144824
RAINS ,POPULATION,Assistant Behavior Analyst,11488
PRESIDIO ,POPULATION,Assistant Behavior Analyst,5471
POTTER ,POPULATION,Assistant Behavior Analyst,122803
POLK ,POPULATION,Assistant Behavior Analyst,50249
PECOS ,POPULATION,Assistant Behavior Analyst,16714
PARMER ,POPULATION,Assistant Behavior Analyst,8902
PARKER ,POPULATION,Assistant Behavior Analyst,142025
PANOLA ,POPULATION,Assistant Behavior Analyst,24758
PALO PINTO ,POPULATION,Assistant Behavior Analyst,27728
ORANGE ,POPULATION,Assistant Behavior Analyst,87289
OLDHAM ,POPULATION,Assistant Behavior Analyst,2225
OCHILTREE ,POPULATION,Assistant Behavior Analyst,11673
NUECES ,POPULATION,Assistant Behavior Analyst,397902
NOLAN ,POPULATION,Assistant Behavior Analyst,15791
NEWTON ,POPULATION,Assistant Behavior Analyst,13522
NAVARRO ,POPULATION,Assistant Behavior Analyst,47930
NACOGDOCHES ,POPULATION,Assistant Behavior Analyst,64255
MOTLEY ,POPULATION,Assistant Behavior Analyst,1155
MORRIS ,POPULATION,Assistant Behavior Analyst,12262
MOORE ,POPULATION,Assistant Behavior Analyst,21492
MONTGOMERY ,POPULATION,Assistant Behavior Analyst,672131
MONTAGUE ,POPULATION,Assistant Behavior Analyst,19038
MITCHELL ,POPULATION,Assistant Behavior Analyst,10004
MILLS ,POPULATION,Assistant Behavior Analyst,4843
MILAM ,POPULATION,Assistant Behavior Analyst,24589
MIDLAND ,POPULATION,Assistant Behavior Analyst,208108
MENARD ,POPULATION,Assistant Behavior Analyst,2181
MEDINA ,POPULATION,Assistant Behavior Analyst,52122
MCMULLEN ,POPULATION,Assistant Behavior Analyst,787
MCLENNAN ,POPULATION,Assistant Behavior Analyst,258302
MCCULLOCH ,POPULATION,Assistant Behavior Analyst,8761
MAVERICK ,POPULATION,Assistant Behavior Analyst,61567
MATAGORDA ,POPULATION,Assistant Behavior Analyst,37013
MASON ,POPULATION,Assistant Behavior Analyst,3907
MARTIN ,POPULATION,Assistant Behavior Analyst,6507
MARION ,POPULATION,Assistant Behavior Analyst,10129
MADISON ,POPULATION,Assistant Behavior Analyst,14868
LYNN ,POPULATION,Assistant Behavior Analyst,5498
LUBBOCK ,POPULATION,Assistant Behavior Analyst,331479
LOVING ,POPULATION,Assistant Behavior Analyst,93
LLANO ,POPULATION,Assistant Behavior Analyst,19515
LIVE OAK ,POPULATION,Assistant Behavior Analyst,12187
LIPSCOMB ,POPULATION,Assistant Behavior Analyst,3773
LIMESTONE ,POPULATION,Assistant Behavior Analyst,23579
LIBERTY ,POPULATION,Assistant Behavior Analyst,88390
LEON ,POPULATION,Assistant Behavior Analyst,18006
LEE ,POPULATION,Assistant Behavior Analyst,17881
LAVACA ,POPULATION,Assistant Behavior Analyst,21426
LAMPASAS ,POPULATION,Assistant Behavior Analyst,21467
LAMB ,POPULATION,Assistant Behavior Analyst,12440
LAMAR ,POPULATION,Assistant Behavior Analyst,49897
LA SALLE ,POPULATION,Assistant Behavior Analyst,8825
KNOX ,POPULATION,Assistant Behavior Analyst,4017
KLEBERG ,POPULATION,Assistant Behavior Analyst,30792
KINNEY ,POPULATION,Assistant Behavior Analyst,3453
KING ,POPULATION,Assistant Behavior Analyst,320
KIMBLE ,POPULATION,Assistant Behavior Analyst,4245
KERR ,POPULATION,Assistant Behavior Analyst,53104
KENT ,POPULATION,Assistant Behavior Analyst,803
KENEDY ,POPULATION,Assistant Behavior Analyst,490
KENDALL ,POPULATION,Assistant Behavior Analyst,51591
KAUFMAN ,POPULATION,Assistant Behavior Analyst,132834
KARNES ,POPULATION,Assistant Behavior Analyst,15658
JONES ,POPULATION,Assistant Behavior Analyst,19626
JOHNSON ,POPULATION,Assistant Behavior Analyst,178297
JIM WELLS ,POPULATION,Assistant Behavior Analyst,43372
JIM HOGG ,POPULATION,Assistant Behavior Analyst,4997
JEFFERSON ,POPULATION,Assistant Behavior Analyst,260138
JEFF DAVIS ,POPULATION,Assistant Behavior Analyst,2054
JASPER ,POPULATION,Assistant Behavior Analyst,35288
JACKSON ,POPULATION,Assistant Behavior Analyst,16469
JACK ,POPULATION,Assistant Behavior Analyst,8793
IRION ,POPULATION,Assistant Behavior Analyst,1503
HUTCHINSON ,POPULATION,Assistant Behavior Analyst,21372
HUNT ,POPULATION,Assistant Behavior Analyst,98269
HUDSPETH ,POPULATION,Assistant Behavior Analyst,3404
HOWARD ,POPULATION,Assistant Behavior Analyst,43463
HOUSTON ,POPULATION,Assistant Behavior Analyst,22321
HOPKINS ,POPULATION,Assistant Behavior Analyst,37472
HOOD ,POPULATION,Assistant Behavior Analyst,60915
HOCKLEY ,POPULATION,Assistant Behavior Analyst,25129
HILL ,POPULATION,Assistant Behavior Analyst,35666
HIDALGO ,POPULATION,Assistant Behavior Analyst,897703
HENDERSON ,POPULATION,Assistant Behavior Analyst,81679
HEMPHILL ,POPULATION,Assistant Behavior Analyst,5031
HAYS ,POPULATION,Assistant Behavior Analyst,263970
HASKELL ,POPULATION,Assistant Behavior Analyst,6330
HARTLEY ,POPULATION,Assistant Behavior Analyst,6119
HARRISON ,POPULATION,Assistant Behavior Analyst,68931
HARRIS ,POPULATION,Assistant Behavior Analyst,5258527
HARDIN ,POPULATION,Assistant Behavior Analyst,56932
HARDEMAN ,POPULATION,Assistant Behavior Analyst,3832
HANSFORD ,POPULATION,Assistant Behavior Analyst,5926
HAMILTON ,POPULATION,Assistant Behavior Analyst,8200
HALL ,POPULATION,Assistant Behavior Analyst,3298
HALE ,POPULATION,Assistant Behavior Analyst,32291
